twitter_text,category
Knight Of Cups has a tantalizing new plot logline. The film is set in the movie business - ,negative
The first Natalie Portman photo from Cincinnati has arrived and it is soooo beautiful -  ,positive
"Natalie Portman, Gosling and Bale are shooting the 2nd Malick film in Austin. At least according to twitter sightings - ",negative
"@filipe_otavio Yeah, saw a report yesterday but was waiting for a bit more confirmation. Thanks.",positive
@quetzalcuatl Thanks.,positive
If you have a moment please check out this fashion video I edited. The model does have a Mathilda vibe - ,positive
"Natalie Portman talks about beauty, film, life...and compost in new Tatler and Harper's Bazaar Arabia interviews - ",positive
Natalie Portman to speak for @BarackObama in Cincinnati on Wednesday - ,negative
@PhilipGuilhem1 We are not Natalie. She speaks a little French but not fluent.,negative
In case you missed the stack of great Natalie Portman photo updates on the weekend -  ,positive
"Remember that Natalie Portman and Brad Pitt project, Important Artifacts? I've got an EXCLUSIVE update for you - ",positive
We've added several STUNNING HQ versions of Natalie Portman from the varied 2011 Dior shoot -  ,positive
@filipe_otavio Thanks,positive
RT @blairzybee: Just met natalie portman at the farmers market! (:,positive
RT @conniegalvan: Just ran into Natalie Portman &amp; Ben from secret life at the farmers market,negative
Hoping that Natalie Portman does In The Garden Of Beasts with Tom Hanks? Let us know in our new poll - ,positive
"@_ThorPeh @JewishFaery Aside from a couple industry terms and not being active/desperate, don't really see what fooled you.",negative
Natalie Portman is in talks to star alongside Tom Hanks in WW2 drama Garden Of Beasts - ,negative
Natalie Portman looks GORGEOUS in new Elle Paris cover photo -  ,positive
Check out this new Natalie drawing from Angelina -  ,negative
Have you ever fallen for a Natalie Portman fake? Confession time in our new poll - ,negative
Natalie Portman snapped at LAX. Could be on her way to Austin for Malick or England for Thor 2 -  ,negative
@MichaelCompeau Of course. I've seen all of them except Domino One and the plays - ,positive
@MichaelCompeau Heat would be near the top for films but she's barely in it.,positive
@MichaelCompeau Mine would be something like Black Swan - Leon - Closer - Hotel Chevalier - Garden State - Cold Mountain - Beautiful Girls,positive
@MichaelCompeau Happens to the best of us.,positive
@MichaelCompeau It's Knight Of Cups :-P,positive
"@caitrug The faker? Oh well, let that be a lesson :-P",positive
We've added much higher quality shots of the great Natalie Portman Dior shoot -  ,positive
"@banffbob (2/2) many women's rights and many will default to ""child murderer"" position. Makes the other side more hesitant to engage.",negative
@banffbob Most women do not take it lightly. Hard to have a balanced discussion in the middle when the other side want to strip away (1/2),negative
"@banffbob Is the best solution then not education, empowering women and easy affordable access to contraception for all?",positive
@banffbob Criminalizing it didn't stop abortions before and it won't now. It just opens the door to unsafe abortions.,positive
What's up with Thor 2? This is what's up with Thor 2 - ,negative
Another one bites the dust. The fake Natalie Portman twitter account that I tweeted about yesterday is now gone.,negative
"@iktriad @oliviawilde And now Debra Messing as well. Don't worry, the fakers days are numbered.",positive
@iktriad Exactly. It's like a claim that she's enjoying a big beef burger at a restaurant. Not. Gonna. Happen.,positive
She is not on Twitter and she is not on Facebook. The new queen (or king) faker @PortmanNatalie1 will be shut down like all the others.,positive
"Natalie fans, who badly want contact with her, tend to leave their good judgement at the door. So please keep this in mind Natalie fans...",positive
Fake Natalie's. They were around in the 90's if you can believe it. And with Twitter and Facebook it's easier than ever.,negative
"I've been around the Natalie Portman community for a long time now (too long!), and there are a couple things that happen again and again.",negative
Natalie Portman and her family were snapped enjoying the West Indies beach -  ,positive
"@banffbob Funny you should mention, my twin sister died at birth. At the end of the day there is no greater abortionist than god.",positive
@Master_PTA What happened to your old account?,negative
@Master_PTA @PortmanNatalie1 She is not real. She is a fake like all the others.,negative
"Added 2 new photos of a 9 year old Natalie Portman, which you might have seen in Black Swan -  ",negative
"@banffbob ""Abortion survivors"" should be nowhere near the top of the list. Do you dare? - ",negative
@banffbob There are plenty of legitimate and difficult moral issues swirling around the abortion debate. (1/2),negative
Behold the horrors of Natalie Portman: The Musical - ,negative
"@banffbob Yeah, she's just in the other room. Let me holla at her.",positive
@banffbob Plus how easy it is to believe that Natalie tweets about herself in the 3rd person. Sorry for the lack of a decoder ring.,positive
"@banffbob Yeah, mentioning ""unofficial"" and ""fan site"" and then linking to the twitter account of a guy in South Africa (aka me) is tricky.",positive
@banffbob Hope your policy homework is a bit better than your Twitter homework. I am not Natalie.,positive
Chad Michael Murray talks about Natalie Portman's contribution to Scruples in this new video #bulletdodged - ,negative
@filipe_otavio @mark85nh Mark was basically performing a Clint Eastwood tribute. Which isn't to say that celeb fakes don't annoy me as well.,positive
"The 2nd Terrence Malick film started filming in Austin. This one stars Gosling, Bale, Blanchett, Mara and Natalie - ",negative
"In case you were wondering, it seems the Time report was correct and Natalie was never scheduled to speak at the DNC.",negative
Told you guys his reps were lying and Fassbender was likely to join Natalie Portman in Jane Got A Gun #donedeal? - ,negative
Check out some really cool Natalie Portman art over on the site -  ,positive
Natalie Portman might be in Charlotte to speak at the DNC. The topic of our new poll - do you want her to? - ,positive
"For our American followers who are now awake, be sure to check our earlier tweet about the new Dior video #youwontbesorry",positive
@filipe_otavio We'll find out tonight!,negative
"WOAH, get a load of Natalie Portman's sexy new dior video. RT to the ends of the earth -  ",positive
"CNN are reporting that Natalie Portman will speak at the DNC tomorrow, but a Time Magazine analyst says she won't - ",negative
A blast from the past with this on stage cast photo of Natalie Portman (and Streep and Kline etc.) from The Seagull - ,negative
Check out this really cool new Natalie Portman wallpaper -  ,positive
Check out a brand new photo of Natalie Portman in Numero Magazine - ,negative
There is an updated version of Natalie Portman's dior advert. Several gorgeous new shots - ,positive
Check out Natalie's new interview in InStyle UK. It includes a really funny comparison to orphan Annie - ,positive
@Syntribo Too easy so wasn't included in the poll on the site.,positive
"New poll time. Which Natalie Portman film, that is ill suited to it, would you prefer being made into a sequel? - ",negative
"Tidbits shed light on Natalie Portman's upcoming western, Jane Got A Gun, plus a good piece about celebrity voyeurism - ",positive
Dig in to some more new Natalie Portman Dior photos -  ,negative
"Here it is, our official wallpaper calendar for September -  ",negative
"Hey, we passed 5k followers. Thanks to every one of you...except the ones that send spam :-/",negative
RT @BritishVogue: How beautiful did Natalie Portman look at the Nevada Women Vote Summit? ,positive
"Get the Natalie Portman look - jean shorts, sunglasses and shoe info - ",negative
@AnnaSkywalker6 Thanks for the kind comment :-),positive
@Alice_Worth You must get confused a lot in life. Our bio clearly states we are a fan site. No tweets are in the 1st person.,positive
We have video of Natalie Portman's talk from the vote summit + a letter in support of @BarackObama - ,positive
@filipe_otavio @PortmanNatalie1 There are tons of them.,negative
@filipe_otavio I've got vids going up soon.,negative
An important cast member joins Thor 2 while new set building photos emerge - ,positive
"@Alice_Worth Drop the ""you"", I am not Natalie. By your reasoning any time she expresses any opinion she would be bashing fans.",negative
Big name actors are cut from Malicks new film + new additions to KoC. Here's hoping Natalie survives to final cut - ,negative
"@Alice_Worth And out of curiosity, what fan bashing are you speaking of?",positive
We've got an exclusive update of Natalie Portman's upcoming slate. From Thor 2 to Malick to Jane Got a Gun and more - ,negative
@Marvel_Freshman Thanks,positive
"Thor 2 starts soon and Natalie Portman might already be in the UK. In fact, she might be having a beer with Thor - ",negative
@filipe_otavio Well there's no way that every time she's flown out of LA she's been photographed.,negative
"@filipe_otavio A few minutes late, just did an update with some set pics.",negative
"@filipe_otavio UK. Haven't heard about Iceland, but that's also possible.",negative
@filipe_otavio Thanks. Thor 2 shoots in September so...,positive
"Michael Fassbender might be joining Natalie Portman in upcoming western, Jane Got A Gun - ",negative
Starting with TONS of new Natalie Portman photos from Women for Obama event -  ,negative
Sorry for the silence yesterday. Have had some PC problems. Lot's of Natalie updates on the way.,negative
@MrsKiraSayers Thanks!,positive
We have a bunch of photos from Natalie Portman's appearance at Women for Obama summit in Vegas -  ,negative
RT @OFA_NV: I want my son to see someone in office like President Obama who respects and loves women. -Natalie Portman #Women2012,positive
"RT @pennjillette: On the plane with Natalie Portman  she was wicked nice and said she loved ""The Aristocrats."" she is a okay with me.",positive
"RT @KentBottles: Natalie Portman, OFA launch 'wrong for women' campaign  via @POLITICO",negative
RT @ScottFeinberg: Marion Cotillard has to be pretty near the top of the list of the world's sexiest movie stars. Natalie Portman is als ...,positive
Natalie Portman gets her nails done in Los Feliz -  ,negative
Natalie Portman looks stunning in this new HQ version of the Dior print ad -  ,positive
"Tidbits - Benjamin on So You Think You Can Dance, ballet beautiful and frogs - ",positive
Natalie Portman will be at Women For Obama event in Vegas tomorrow. Click for details to attend -  ,negative
We have the full HQ version of Natalie Portman's other new Dior campaign shot -  ,negative
RT @FLAREfashion: Tea-length wedding dresses inspired by Natalie Portman's @OfficialRodarte design - ,positive
RT @tommcfly: My wife is emailing me photos of Natalie Portman. Now I know why I married her.,negative
@ronaldlir Thanks :-),positive
Casting! @OfficialKat is returning for Thor 2 while Antonio Banderas and Joel Kinnaman confirmed for Knight of Cups - ,negative
Natalie Portman's hubby Benjamin will guest judge on So You Think You Can Dance tonight on FOX #natappearance ? - ,negative
Want to get Natalie Portman's look from the weekend? We have details on the shirt and sunglasses she wore - ,positive
Check out this 1995 Natalie Portman polaroid from her Isaac Mizrahi campaign - ,negative
@filipe_otavio Thanks man.,positive
@MyriamKeys We have a lot more photos than that on the site.,negative
We've got new old photos (and a nice quote) of Natalie Portman from Audrey Hepburn Children's House appearances - ,positive
The Girl With The Dior Tattoo -  ,negative
@filipe_otavio Certainly possible. Thanks.,positive
"In case you missed the retweet, all the info and a good look at Natalie's wedding look is here - ",positive
RT @AppyCouple: Natalie Portman's Wedding Dress: Get the Look via @brides ,negative
Natalie Portman gives the paparazzi a hand...sort of -  ,negative
Interns fight back and Natalie Portman attends the LA Philharmonic in today's tidbits - ,negative
We've added some more new old photos of Natalie Portman and the original Thor cast - ,positive
A really nice new sketch of Natalie and her bald head from Angelina -  ,positive
Natalie Portman made Most Influential Movie Stars list. See where she was positioned and how they made the list - ,positive
Natalie Portman was snapped out in Beverly Hills yesterday -  ,negative
@filipe_otavio Thanks.,positive
So what did you make of Natalie Portman's wedding dress? Time for a new poll - ,negative
Who designed Natalie Portmans wedding dress? What was on the menu? What did guests leave with? Those answers and more - ,negative
We've added several new photos from Natalie Portman's wedding -  ,negative
"Todays tidbits - Natalie takes parents to dinner, sings Call Me Maybe, and gets mentioned in a book about sex - ",negative
Here is a new recent photo of Natalie Portman filming Knight of Cups for Terrence Malick -  ,negative
"Natalie Portman talks about Malick, how she chooses projects now and why she got involved with @freethechildren - ",negative
Photos have emerged of Natalie Portman's wedding to Benjamin -  ,negative
"@filipe_otavio Thanks, just got home now.",positive
Why was Ivanka Trump at Natalie Portman's wedding? What other celebrity guest has been confirmed? Answers are here - ,negative
Congratulations! Reports suggest that Natalie Portman and Benjamin had their stateside wedding ceremony this weekend - ,positive
@KirstieMaximus Natalie isn't on Twitter. We run the website ,negative
New poll - Natalie Portman with short hair or long hair? Go vote - ,negative
"That's more like it, the gorgeous new Natalie Portman nude Dior shot now in High Quality -  ",positive
"Drop what you're doing, check out those Natalie Portman photos and RT! -  ",negative
Keep an eye on the site. We've got a couple amazing presents for Natalie fans coming in a few minutes.,positive
Former Dr Who hero signs on as Thor 2 villain - ,negative
Natalie Portman looked great as she was snapped leaving lunch yesterday -  ,positive
Our August Natalie Portman desktop wallpaper has arrived - ,negative
MUST SEE - Gorgeous portrait photos of Natalie Portman's two visits to Berlinale Film Festival -  ,positive
"In todays Natalie Portman tidbits: New KoC cast members, Natalie as Elektra, and Whiz - ",negative
Here's that photoset of Natalie Portman and family hounded by paparazzi at LAX - ,negative
@MateoKalem Nope.,negative
Natalie Portman and family have to wade through the disgusting paparazzi as they land at LAX - ,negative
@filipe_otavio @Nataalove1Dx Who cares? It's none of our business. I'm sure she's dated plenty of ppl that we don't know about.,positive
Read about how Natalie Portman surprised a lucky fan at a wedding yesterday - ,positive
"@yammag Yup, here come the Koreans. Doona, Park Chan Wook and Bong Joon Ho. Hope they make the transition. Love Korean cinema.",positive
"We mentioned on Thursday, the Saif Ali Khan doing a film with Natalie Portman is not true. Khan has now admitted it - ",negative
"@yammag For sure, but this is from a Natalie fan perspective. Personally, seeing how out there and ambitious CA looks, I'm disappointed.",positive
RT @eonline: Cuteness overload! Who's adorable pup is cuter: Natalie Portman's or Jessica Chastain's?! ,positive
"RT @SaifOnline: ""I joked about doing a film with Natalie Portman"" - Saif Ali Khan ",positive
RT @Ryan_O_Neal: Had a great day shooting on Terrence Malick's new film with the wonderful Natalie Portman @NPortmanFans &amp; Christian ...,positive
"RT @manwithoutfear: When the Daredevil movie costumes were being designed, they used ""Natalie Portman"" as their stand-in as Elektra. htt ...",positive
"Having seen the Cloud Atlas trailer, are you annoyed that Natalie didn't get to take part, or was it for the best? - ",positive
@Anita_Sawfnews Follow back so I can send DM.,negative
@Anita_Sawfnews Thanks but it's not true.,negative
A stunning 2005 photo of Natalie Portman -  ,positive
Behold another great Natalie Portman drawing from Daniel -  ,positive
Natalie's producing job on Scruples has come to an end. The show will not be going to series - ,negative
"Todays tidbits - Natalie and Ben attended benefit for @ProjAngelFood, Cloud Atlas and pregnancy slideshow - ",positive
"@LauraShipps Hi Laura. That's a wonderful sentiment but sadly we can not fulfill those types of requests, as much as I want to.",negative
"@filipe_otavio Thanks, only just got home now.",positive
Natalie Portman jets into NYC - ,negative
"Natalie Portman and Whiz fly off to, we think, Nantucket - ",negative
More Le Parfum goodness. A new shot of Natalie Portman and her pink roses -  ,positive
We have a bigger version of that new Natalie Portman Dior ad from yesterday - ,negative
Nothing like a new Natalie Portman Dior ad to kick off the new week -  ,negative
Preview scans of Natalie Portman's upcoming fall campaign for Dior -  ,negative
I'm able to put a stake through the heart of that silly Natalie Portman - Christian Bale feud story from yesterday - ,negative
"@HeYNaH_ Plenty of time for their ""Bale and Portman in affair"" stories to hit. Actually, save those for Gosling and the next Malick film.",positive
@SorayaRoberts You'd think so. But they're not contrarians. They're just wanna be soap opera writers.,negative
@amanda_makana Thanks but we're not Natalie. She's not on Twitter :-),negative
Tabloid BS - Natalie Portman and Christian Bale not getting along on the set of Knight of Cups - ,negative
@diana_lane Thanks. It won the mini pic battle we did so thought it was deserving and time for a change.,positive
@filipe_otavio Very unlikely.,negative
A rare find from 2005 sees Natalie Portman lose the wig from the Blender shoot -  ,negative
Natalie Portman takes Aleph to dinner and shoots the paparazzi a death stare in the process -  ,negative
"Tidibits! Black Swan offends BBC viewers, Batman makes some music with Oakenfold and Natalie Portman: The Musical - ",negative
Natalie Portman talks about oiling up her belly in new Marie Claire interview - ,negative
We have another great new Natalie Portman from the Dior set that keeps on giving -  ,positive
@maextasia Very kind.,positive
"New poll - what do we want from Natalie Portman in Thor 2? More action, comedy, drama or romance? Vote now! - ",positive
The winner of the mini pic battle is... - ,positive
@kolambya We are not Natalie. Read the twitter bio again. She is not on Twitter.,negative
Natalie Portman takes Aleph out on a play date and once again the cameras were there to capture it - ,positive
"Tidbits - Info on Natalie Portman's supposed upcoming wedding, Nat weekend in Israel and the tapeworm uprising - ",negative
@MrsKiraSayers You asking me to translate?,negative
@filipe_otavio Thanks,positive
Natalie Portman and Christian Bale snapped filming Knight of Cups on Friday -  ,negative
Marvel reveal Thor 2 title at Comic Con - Thor: The Dark World - ,positive
"Thor tidbits - Mads out, awesome limited edition Marvel collection and Odin talks Jane - ",positive
Natalie Portman rocks out two covers in France -  ,negative
@filipe_otavio A French speaking friend confirmed that the translation is accurate.,positive
@filipe_otavio Tat's from google translate. I personally think they are married but will need a proper translation to make any conclusion.,negative
@filipe_otavio Only if Natalie says she is now a French citizen in the interview.,negative
@leloup5 That information has been known for awhile.,negative
Natalie Portman talks about her connections with France and possibly taking French nationality? - ,negative
A really cool photoshop effort for Black Swan -  ,positive
The pic battle final is now up. Which Natalie Portman photo is the best in show - ,positive
The pic battle semi final is tied. Voting will extend a few more hours so we can get a winner - ,positive
A Natalie Portman blast from the punk pixie short haired past   -  ,negative
"Tidbits! Natalie at Animal Kingdom, Moldovan Jews want help and the lost Natalie film that nobody has seen - ",positive
Isabel Lucas and Teresa Palmer join the disproportionately gorgeous Knight of Cups family -  ,positive
Natalie Portman was back to filming Knight of Cups on Saturday. Looking good in black! -  ,positive
@MrsKiraSayers Great thanks,positive
@filipe_otavio Nice thanks,positive
"@zdavidnn Sorry, hadn't seen this. Common wisdom suggests she married last year. This might be a ceremony for stateside friends and fam.",positive
@keltiecolleen You would be right. She didn't do the turns. ,negative
Just added a couple new Natalie wallpapers. Enjoy! -  ,positive
Some very cute photos of Natalie Portman and the first Thor cast - ,positive
RT @MyFashionLife: Just seen some sneaky pics of Natalie Portman making her new Miss Dior campaign. Let's just say you're all going to b ...,negative
A rare sight of Natalie Portman grinning while the paparazzi take aim - ,positive
Three times the Natalie Portman drawings today. Including one drawing so good I'm not even sure it's a drawing - ,positive
Semi final 2 is now up. The winning photo from semi final 1 did so with just a 7 vote margin O_o - ,positive
Happy 4th of July to Natalie and our American based followers.,positive
"Yet more candid photos of Natalie Portman, Ben and Aleph from the weekend - ",negative
Natalie Portman to finally wed Benjamin on August 5th? That's what In Touch seem to think - ,negative
"@filipe_otavio Wow, interesting.",positive
RT @BarkerPodcasts: Ep49 of the @oddcastPODcast is out now!  we chat Batman (1989) and Natalie Portman #PodGods,negative
Rachel set up and album with screen grabs from that amazing Natalie Portman video -  ,positive
We've got some EXCLUSIVE info regarding Natalie Portman's work on Knight of Cups and the second Terrence Malick film - ,positive
"Natalie Portman once again headed to the Farmers Market on Sunday, this time with the family in tow - ",negative
"Tidbits - A potential new short film, video from Dior shoot and @sophieRRturner loves her some Mathilda - ",positive
@filipe_otavio Thanks.,positive
@jesslv74 No problem :),negative
Screw the Euros! Check out this STUNNING video of Natalie Portman instead. Please RT -  ,positive
RT @TVGuide: Natalie Portman vs. Angelina Jolie: who pulled off a shaved head best? ,positive
RT @sophieRRturner: Jean Reno and Natalie Portman in Leon: The Professional - AMAZING,positive
The official July wallpaper-calendar is now up. Enjoy! - ,positive
Natalie Portman looking fit as she leaves the gym in LA on Thursday - ,positive
"@filipe_otavio Yeah, we saw those yesterday. Rach is going to update with them today.",positive
A truckload of great new photos from Natalie Portman's Dior shoot in Paris - ,positive
"Tidbits - Natalie Portman 20th on @popsugar hot 100 list, she's not done with Knight of Cups and Thor 2 logo revealed - ",negative
The pic battle moves into the semi finals. Throw your vote behind the photo you want to see make the finals - ,negative
Check out the 4 new Natalie Portman Dior photoshoot previews that we've just added -  ,negative
Wanna see a preview of an upcoming Natalie Portman photoshoot? Of course you do! -  ,negative
Find out where Natalie Portman landed on @afterellen 100 hottest poll and help nominate her for @vh1 awards - ,positive
RT @BeatlesVideo: Most viewed video of the day: Paul McCartney - Dance Tonight ft. Natalie Portman  Pls ReTweet!,positive
"RT @Bellacures: @TotalBeauty: Celeb manicurist April Foreman, the guru behind Charlize Theron + Natalie Portman's flawless fingertips h ...",positive
"RT @ihatequotes: The best part about being friends with your parents is no matter what you do, they have to keep loving you. -Natalie Po ...",positive
"@iktriad Nice, many thanks.",positive
Natalie Portman is back in LA to continue filming Knight of Cups. Frida Pinto confirmed as a new cast member - ,negative
RT @BagSnob: @BinkleyOnStyle I'm just using him to get to CATE BLANCHETT!!! lol. Oh and Natalie Portman is here filming with them too.,positive
"@filipe_otavio Thanks for all the links, gonna update now.",positive
Thanks to Daniel M for this wonderful Natalie Portman as Nina drawing -  ,positive
More album updates. This time the set from Los Feliz from a week ago gets untagged and HQ additions - ,negative
"If you find yourself having a meal with Natalie Portman nearby, you might have another reason to be thankful - ",positive
We've added a bunch of new photos to Natalie Portman's arrival and first day in Paris - ,negative
"We've had to do a bonus first round matchup for the pic battle, since we found 3 new photos. Time to vote! - ",positive
MUST SEE - 3 new photos from the latest Natalie Portman photoshoot -  ,negative
Today's tidbits - Natalie Portman and Benjamin attend music festival in France and Natalie up for sexiest vegetarian - ,positive
@filipe_otavio Thanks!,positive
RT @maextasia: @natpdotcom It's finally mine ! ,negative
Natalie Portman and Benjamin share a dance. No tutus and blood red eyes this time - ,negative
"@iktriad Cool, thanks.",positive
"She plays coy but it sounds like Natalie's buddy, Kat Dennings, MIGHT be returning for Thor 2 - ",positive
Natalie Portman describes herself in three words...using nine words because three just doesn't cut it - ,positive
Vote for the last semi finalist in our Natalie Portman pic battle - ,negative
"@filipe_otavio New to me, thanks.",positive
Natalie Portman is nominated in the movie star and beauty categories for the ALIVE awards @ALIVENewYork - ,positive
The candid photos keep coming. Here are new photos of Natalie Portman and family taken before they left for Paris - ,negative
"Natalie Portman, Benjamin and Aleph are back in Paris today - ",negative
Natalie Portman is in Paris with the family. Photos coming sooooon.,negative
"Wait, the photographers followed Natalie Portman INTO the market? What the hell... - ",negative
Marvel's Kevin Feige has teased some Thor 2 details with production just a few months away - ,negative
"In today's tidbits - Natalie writes a foreword, a dancer praises Black Swan and Jane Foster inspires girls - ",positive
This is going to be a tough vote. Pic battle Round 1 Matchup 3 - ,negative
A blast from the past. Natalie Portman visits Anne Frank House -  ,negative
We've added some great new photos from a 2009 photoshoot -  ,positive
We have a video and bigger photo of Natalie Portman from that all star Paramount anniversary photo - ,negative
Natalie Portman and her dad raid the local farmers market - ,negative
"@MalvinaVanAlen It's cool, that's why I was so confused last night :-P",positive
"Talented cutie and wonderfully named, Imogen Poots, is also in Knights Of Cup as new photos with Bale will attest - ",positive
"@MalvinaVanAlen They were nominated for the kiss in 2011, not the 2012 awards which were held a week ago. And they lost in 2011.",negative
Natalie Portman joins stars for Paramount Pictures 100 year anniversary photo #whereswaldo #bieber - ,negative
@MalvinaVanAlen By whom?,negative
"Pic Battle Round 1 Matchup 2 is now up, along with the winning Natalie Portman photo from Matchup 1 - ",positive
Cate Blanchett starts filming Knights Of Cup - ,negative
Some brand new Natalie Portman fanart to kick off a new week - ,negative
Natalie Portman was photographed with her family on her birthday - ,negative
Sanjiro reviews Black Swan and wishes Natalie happy birthday on the final day of Portmania - ,positive
Daniel sent in a great birthday drawing for Natalie - ,positive
Happy 31st birthday to Natalie Portman.,positive
Portmania Day 5 shoots arrows - ,negative
We've launched a new pic battle. Get voting to ensure your favourite photo makes it to the end - ,positive
This Amidala oil painting is really great -  ,positive
Portmania Day 4 sleeps with the fishes - ,negative
Ever wanted to see Mathilda played by a Korean man? Your wish has been granted - ,positive
"We're starting a mini pic battle poll tomorrow, so if you haven't voted in last weeks poll yet... - ",negative
What films and TV shows does Natalie Portman like? - ,positive
Portmania Day 3 brings one hell of a great Natalie Portman graphic - ,negative
"So, what is Knight Of Cups? - ",negative
Portmania Day 2 brings down the hammer - ,negative
"Is Natalie Portmans performance in ""Vox Lux""as a star who has endured a violent calamity in an age when fame itself is a prolonged form of traumabrave or overdone?  ",negative
Darren Aronofsky and Natalie Portman on the set of Black Swan (2010). ,negative
BIG new about the #GoldenGlobes category placement for #NataliePortman @VoxLuxMovie. @natpdotcom @nataliepbr ,negative
"""We're gonna bring it back to where it all began."" - Celeste
New #VoxLux trailer tomorrow. Featuring new music by Sia. ",negative
"[They support us ] Today, thank you @natpdotcom for being a PRECIOUS WATER! supporter. 
2 000 000 for water innovators ! 
Apply here: 
#waterchallenge #Preciouswater #water #preciouswatersupporters ",positive
"""I was part of the #ManicPixieDreamGirl coining. I find it very upsetting to be part of that.
#NataliePortman 
(photo: @harpersbazaarus) ",negative
fortunate to see VoxLux @chifilmfest film was a high surprise! Here are Natalie Portman and Brady Corbet discussing the the film with LA Times (more insightful than the teaser trailer) #VoxLux #ChiFilmFest #natalieportman @natpdotcom #Oscars2019 ,positive
George Lucas and Natalie Portman on set ,negative
"ANNIHILATION got within box office shouting distance of the directors last film, even though by week 3 it was playing only once or twice a day at theaters that still had it, and the only advertising was word of mouth &amp; reviews. Paramount left money on the table with this one. ",positive
Natalie Portman reacts to Brett Kavanaugh's confirmation to the Supreme Court (Watch) | Variety's #PowerOfWomen presented by @LifetimeTV  ,positive
Natalie Portman explains how she's still learning to use her power at #PowerOfWomen presented by @lifetimetv  ,negative
Natalie Portman shares her childhood obsession with 'The Baby-sitters Club' books #PowerOfWomen presented by @lifetimetv  ,negative
Honorees Natalie Portman and Tiffany Haddish have arrived at Variety's #PowerofWomen presented by @lifetimetv along with #MeToo advocate Alyssa Milano and presenter Jenifer Lewis  ,positive
"From Natalie Portman to Melissa McCarthy to Viola Davis, badass
women rocked the Toronto Film Festival @voguemagazine
 ",positive
"Natalie Portman for Miss Dior, 2017. ",negative
@scottderrickson Also #gardenstate them all screaming to #onlylivingboy is like.... oh man. Oh man the goosebumps and chills. @zachbraff @natpdotcom ,negative
#LeonTheProfessional was released 24 years ago on September 14. Directed by the legend @lucbesson with tremendous cast @JeanReno48 and #NataliePortman THANK YOU FOR YOU HAVE DONE!!! ,positive
@AnnihilationMov featured as no.2 under Scariest Movies of 2018.  #NataliePortman @esquire ,negative
#WednesdayWisdom watch @natpdotcom destroy these wings ,negative
"Wow! Watched movie ""Closer"" for first time after all these years.
Good, adult movies like this NEVER  go bad.  Outstanding acting by @CliveOwen &amp; Natalie Portman. @NatPdotcom",positive
"This #MotivationMonday we turn to actress, philanthropist, and @Harvard alumna, @natpdotcom for inspiration. Dont feel unmotivated when studying any aspect of life! Its important to see the purpose in studying and allow the mind to grow through learning. ",positive
"""Ninety per cent of how you learn is watching great people. When you are surrounded by good actors it lifts your performance.""#NataliePortman #HappyBirthday ",positive
Natalie Portman has come a long way since the #StarWars prequels @natpdotcom  #NataliePortman ,negative
"Check out our #4K @UltraHDBluray review of #Annihilation, one of the years greatest films thus far if I dont say so myself!  This 4K edition is ONLY available at @BestBuy! @AnnihilationMov @natpdotcom @NateliePortman @AlexGarland @MisterUHDdisc ",positive
NEW VIDEO Natalie Portman smiles to fans while leaving Boston Calling Film Festival  @bostoncalling @brattletheatre #Cambridge #Boston #NataliePortman @natalieportman #bostoncalling2018 #filmfestival #BlackSwan #StarWars #Leon @natpdotcom @nattyfanstar,positive
Saw #Annihilation. Wow. Never imagined Id watch Natalie Portman reading my book in a film. Mind = blown by the many ways #HeLa and #HenriettaLacks weave throughout the story. What a wild and terrifying ride (@natpdotcom rocks) ,positive
Genuinely the most insane alien/sci-fi I have ever seen oh my days @AnnihilationMov @natpdotcom @ginarodriguezbr @TessaThompson_x @NetflixUK #AnnihilationMovie ,negative
"Coincidentally, I just saw @AnnihilationMov on #InternationalWomensDay
Some of those special effects were incredible. It also featured one of my favorite CSN songs, ""Helplessly Hoping"" - pretty perfectly.
@TheDavidCrosby @JeffVandermeer @NatPdotCom @BenjaminSal @TheRealRobHardy",positive
"#TimesUp: Women launch campaign to fight #sexualharassment - A VERY good cause and something good to come out of the years abuse people have had to suffer.

More at  ",negative
"I am pleased to have this opportunity to support the 2018 Genesis Prize Laureate Natalie Portman @natpdotcom in her noble undertaking:

",positive
"@faniaoz finally got to watch ""Tale of Love&amp;Darkness"" by @natpdotcom. not bad at all. a challenging endeavor. the book is too vast. the intimacy is there, the sadness darkness love too, but humor is missing.",positive
"Actress @natpdotcom has won the Jewish Nobel Peace Prize for her social and animal activism.  #vegannews

",positive
"#NeverForget that @WWF made @WWE change their name. 
Just remembered its the  #5thofNovember #WWV #V #vforvendetta #PandaWrestling #mashup ",negative
"natalie portman in  "" black swan ""
@natpdotcom ",negative
"Black swan - Swan Lake

#swanlake #GraphicDesigner #arte #inspiration #Graphic 
@20thcenturyfox @natpdotcom ",negative
#NataliePortman @natpdotcom donated @MATT_AND_NAT #vegan sneakers to #celebrityshoeauction   ,negative
"Just saw #Jackie , a movie about #jacquelinekennedy . Marvelous performance by @natpdotcom My heart goes out to this entire episode.",positive
@natpdotcom Please share this to fans of Natalie - ,positive
"Whose seen the @natpdotcom documentary based on the @nytimes best selling book 'Eating Animals'? 

",positive
2010 Black Swan released #OnThisDay starring @natpdotcom @MilaMilakunis &amp; @BarbHersheyFan @IMDb ,negative
"@natpdotcom @Behance portfolio: ""Mathilda, The Professional"" ",negative
